MW,LogP,TPSA,HBD,HBA,RotBonds,AroRings,HeavyAtoms,Heteroatoms
408.54200000000014,4.151800000000003,42.010000000000005,0,5,7,2,30,5
403.57000000000033,4.205700000000004,26.79,0,3,6,2,30,4
1361.6670000000008,-5.010999999999987,590.7699999999999,19,17,44,2,97,34
399.48700000000025,1.7403,74.69,2,6,5,1,29,6
1408.7700000000004,-4.148900000000008,564.7499999999999,18,18,27,2,98,35
1408.7700000000004,-4.148900000000008,564.7499999999999,18,18,27,2,98,35
416.5430000000003,2.0719999999999996,74.52,2,7,6,1,29,7
1352.6620000000007,-5.706100000000005,564.7499999999999,18,18,27,2,94,35
1380.7160000000006,-4.9275000000000055,564.7499999999999,18,18,27,2,96,35
1380.7160000000008,-4.9275000000000055,564.7499999999999,18,18,27,2,96,35
1380.7160000000006,-4.9275000000000055,564.7499999999999,18,18,27,2,96,35
495.5720000000004,2.7840000000000007,94.53,1,8,6,1,36,8
1408.7700000000004,-4.148900000000008,564.7499999999999,18,18,27,2,98,35
1408.7700000000004,-4.148900000000008,564.7499999999999,18,18,27,2,98,35
1352.6620000000007,-5.706100000000005,564.7499999999999,18,18,27,2,94,35
1380.7160000000006,-4.9275000000000055,564.7499999999999,18,18,27,2,96,35
1380.7160000000006,-4.9275000000000055,564.7499999999999,18,18,27,2,96,35
453.53500000000037,2.2131999999999996,88.46000000000001,2,7,5,1,33,7
1380.7160000000008,-4.9275000000000055,564.7499999999999,18,18,27,2,96,35
1361.6670000000008,-5.010999999999987,590.7699999999999,19,17,44,2,97,34
453.53500000000037,2.2131999999999996,88.46000000000001,2,7,5,1,33,7
